Dim: 1000 Random Init
MEET, 		226.19214532271457
Rand 5, 	228.73122463857783
Rand 50, 	228.05410845807637
Rand 100, 	229.10395169771456
Rand 200, 	228.46952886255144
Rand 500, 	228.7440493716197
Rand 1000, 	228.3467257489199
Rand 2000, 	227.7257511037804
Rand 5000, 	227.61408774612926
Rand 10000, 	228.53845987481324
ODG, 		222.69286147965337
DG, 		235.2238480768606
Dim: 1000 Random Init
MEET, 		225.7553093399886
Rand 5, 	228.49197135387476
Rand 50, 	228.45975523429598
Rand 100, 	229.01230005741715
Rand 200, 	228.4752397427786
Rand 500, 	228.81290058501617
Rand 1000, 	228.501706874065
Rand 2000, 	228.31203484179912
Rand 5000, 	228.80007644099595
Rand 10000, 	228.5679308816015
ODG, 		223.01776781090848
DG, 		235.71656603712577
Dim: 1000 Random Init
MEET, 		225.58466340379644
Rand 5, 	229.00066607988236
Rand 50, 	227.97936640025983
Rand 100, 	229.112612133943
Rand 200, 	228.1884595038155
Rand 500, 	228.17131952699287
Rand 1000, 	228.36194741543045
Rand 2000, 	228.60913652425256
Rand 5000, 	228.74329874862073
Rand 10000, 	227.69308518880158
ODG, 		222.74903006191204
DG, 		235.69202469046877
Dim: 1000 Random Init
MEET, 		225.87901825730688
Rand 5, 	228.52893319788572
Rand 50, 	228.2809539199265
Rand 100, 	228.66941844841506
Rand 200, 	227.94427282427205
Rand 500, 	227.92698155786348
Rand 1000, 	227.8349420244507
Rand 2000, 	228.65624100703894
Rand 5000, 	228.3485863741558
Rand 10000, 	228.4835420982901
ODG, 		223.11634855736415
DG, 		235.37552504427566
Dim: 1000 Random Init
MEET, 		225.79770467156732
Rand 5, 	228.2133628353619
Rand 50, 	227.93474434019345
Rand 100, 	227.81022049377057
Rand 200, 	228.66146401053882
Rand 500, 	228.84732771433085
Rand 1000, 	228.0915851047174
Rand 2000, 	228.66704430718048
Rand 5000, 	228.2584408118116
Rand 10000, 	227.91653136326468
ODG, 		223.05408098165503
DG, 		235.58349257893877
Dim: 1000 Random Init
MEET, 		225.08018106602378
Rand 5, 	228.79466329333363
Rand 50, 	227.4595763655116
Rand 100, 	228.36596575056288
Rand 200, 	228.17948646295304
Rand 500, 	228.2165722031996
Rand 1000, 	228.4098642384979
Rand 2000, 	228.27728731501975
Rand 5000, 	228.33810286113135
Rand 10000, 	228.9711099226495
ODG, 		222.19965786427252
DG, 		235.61802205254824
Dim: 1000 Random Init
MEET, 		225.5725228866181
Rand 5, 	227.67999960659398
Rand 50, 	228.83204716712538
Rand 100, 	228.1232992538517
Rand 200, 	228.3115817088457
Rand 500, 	227.98171529441044
Rand 1000, 	228.55038892955082
Rand 2000, 	228.9796347069152
Rand 5000, 	228.2996104699048
Rand 10000, 	227.793029097662
ODG, 		222.82384375596706
DG, 		235.79696889650947
Dim: 1000 Random Init
MEET, 		226.1760422479188
Rand 5, 	228.69832462389817
Rand 50, 	228.01055379153775
Rand 100, 	227.84076521789783
Rand 200, 	228.4141966996352
Rand 500, 	227.67986032266654
Rand 1000, 	229.34731283243332
Rand 2000, 	228.9898136898697
Rand 5000, 	228.64601260005585
