Dim: 1000 Random Init
MEET, 		1420719509.8072712
Rand 5, 	2144151222.4291697
Rand 50, 	1152463132.9620323
Rand 100, 	1069260296.3390238
Rand 200, 	958389681.9782212
Rand 500, 	719078988.0920196
Rand 1000, 	1010817522.4162835
Rand 2000, 	849229134.6391871
Rand 5000, 	1127557210.6387887
Rand 10000, 	1252691709.9734507
ODG, 		925664998.4787914
DG, 		60780661804.71248
Dim: 1000 Random Init
MEET, 		1205970882.0597882
Rand 5, 	2048777221.2023482
Rand 50, 	933474062.9619495
Rand 100, 	1159693936.8238838
Rand 200, 	942844492.543387
Rand 500, 	1122242610.030957
Rand 1000, 	1267781906.3400803
Rand 2000, 	1198834249.6396534
Rand 5000, 	2596485842.9199576
Rand 10000, 	1709991987.9619381
ODG, 		751573282.1239606
DG, 		51234957178.284294
Dim: 1000 Random Init
MEET, 		2379070077.1489835
Rand 5, 	771807641.4901427
Rand 50, 	1384315685.6618536
Rand 100, 	2045166114.2765245
Rand 200, 	1523921660.6843004
Rand 500, 	874321049.4590939
Rand 1000, 	828567857.053142
Rand 2000, 	3742634051.9406495
Rand 5000, 	858423542.4986255
Rand 10000, 	941329304.4994748
ODG, 		804976543.4295344
DG, 		78334391572.44818
Dim: 1000 Random Init
MEET, 		1297397379.8731973
Rand 5, 	1048839753.5061862
Rand 50, 	496184749.9747651
Rand 100, 	1303248771.9593108
Rand 200, 	1318183063.3993347
Rand 500, 	886301826.6719898
Rand 1000, 	1287329003.9319105
Rand 2000, 	1002474171.9993501
Rand 5000, 	913793142.8782003
Rand 10000, 	835087693.8548175
ODG, 		997977406.7429488
DG, 		61090523312.911125
Dim: 1000 Random Init
MEET, 		1785102858.2691991
Rand 5, 	2252012095.6520863
Rand 50, 	921557942.1033547
Rand 100, 	886191244.6214292
Rand 200, 	956818426.1836236
Rand 500, 	1185242044.402294
Rand 1000, 	1191591181.0118284
Rand 2000, 	1381191529.63553
Rand 5000, 	1496764324.6651468
Rand 10000, 	1116204645.385592
ODG, 		6558130593.737796
DG, 		62700469035.00168
Dim: 1000 Random Init
MEET, 		1223234817.460845
Rand 5, 	1262442677.6097844
Rand 50, 	1335660351.4210498
Rand 100, 	898422619.1272234
Rand 200, 	1305689550.9524882
Rand 500, 	1045472655.9064591
Rand 1000, 	1238187281.0321615
Rand 2000, 	1285412654.7261837
Rand 5000, 	1294722735.2843087
Rand 10000, 	1181388922.4616873
ODG, 		1128734235.1860814
DG, 		67708763135.1368
Dim: 1000 Random Init
MEET, 		3314534110.266488
Rand 5, 	952794655.3690366
Rand 50, 	1013790127.174878
Rand 100, 	1021514332.0684823
Rand 200, 	1093845626.7217417
Rand 500, 	772687872.7986379
Rand 1000, 	1782267931.151583
Rand 2000, 	1157474674.0569212
Rand 5000, 	861939782.6340313
Rand 10000, 	2233848740.553231
ODG, 		1057730987.6403582
DG, 		49687759868.50003
Dim: 1000 Random Init
MEET, 		1690801590.5285435
Rand 5, 	989306087.9690123
Rand 50, 	4164513863.169626
Rand 100, 	1144600853.1563115
Rand 200, 	1574903848.1078513
Rand 500, 	1317937101.1353679
Rand 1000, 	1106043047.7122076
Rand 2000, 	891879038.5862265
Rand 5000, 	1051254446.0393481
Rand 10000, 	1049567679.385267
ODG, 		7517847067.334503
DG, 		51814330874.60774
Dim: 1000 Random Init
MEET, 		1259631797.4464982
Rand 5, 	1065830947.628274
Rand 50, 	1526487488.2252572
Rand 100, 	1214429949.056676
Rand 200, 	758557594.0913088
Rand 500, 	929420377.7697113
Rand 1000, 	1390056000.4552648
Rand 2000, 	1097552808.548009
Rand 5000, 	1266819321.7531393
Rand 10000, 	1466713630.2468903
ODG, 		963829429.039004
DG, 		54194981087.80577
Dim: 1000 Random Init
MEET, 		1500292648.7523155
Rand 5, 	724336645.1190721
Rand 50, 	1002179611.8793912
Rand 100, 	1149540530.675117
Rand 200, 	960148355.9803284
Rand 500, 	1395512162.9935222
Rand 1000, 	946770284.5896056
Rand 2000, 	1489889660.219716
Rand 5000, 	1090755564.5896318
Rand 10000, 	1371296115.6302962
ODG, 		2920973120.4881864
DG, 		45639901199.93065
Dim: 1000 Random Init
MEET, 		1059903409.7217869
Rand 5, 	1251271055.4027395
Rand 50, 	1166311984.3429477
Rand 100, 	1238763460.708738
Rand 200, 	950311012.3486907
Rand 500, 	999006553.3003191
Rand 1000, 	660549892.7098727
Rand 2000, 	936475454.2653077
Rand 5000, 	1063915130.3213298
Rand 10000, 	2164373343.980322
ODG, 		3181111799.1176934
DG, 		45962745805.54509
Dim: 1000 Random Init
MEET, 		2888019580.9495726
Rand 5, 	1169091558.6302552
Rand 50, 	873349889.5696425
Rand 100, 	872710599.4573708
Rand 200, 	841219454.5759283
Rand 500, 	1102232510.5247588
Rand 1000, 	1122949478.333537
Rand 2000, 	915494847.6741037
Rand 5000, 	1174746518.2768025
Rand 10000, 	1745278600.6309936
ODG, 		2861976016.4781547
DG, 		52956241847.121635
Dim: 1000 Random Init
MEET, 		4165822546.9462175
Rand 5, 	1498322600.051752
Rand 50, 	1310454862.0252473
Rand 100, 	989635379.4179351
Rand 200, 	798017142.8855904
Rand 500, 	978215695.3702812
Rand 1000, 	4298712265.692865
Rand 2000, 	903430573.86839
Rand 5000, 	791686930.7756124
Rand 10000, 	1068595024.7671442
ODG, 		2975023042.0812397
DG, 		58169584565.91623
Dim: 1000 Random Init
MEET, 		4146078410.9695973
Rand 5, 	890026201.3888012
Rand 50, 	992577063.3332411
Rand 100, 	1145268212.964437
Rand 200, 	1085591370.0260966
Rand 500, 	834753268.391924
Rand 1000, 	917339761.8835377
Rand 2000, 	729131027.57335
Rand 5000, 	907924843.3911036
Rand 10000, 	1167482312.001532
ODG, 		4004341405.468874
DG, 		68110483803.66293
Dim: 1000 Random Init
MEET, 		888064749.3808892
Rand 5, 	959264808.6257331
Rand 50, 	1281079786.336169
Rand 100, 	1053566316.0633273
Rand 200, 	2195874587.575217
Rand 500, 	1090435801.5069041
Rand 1000, 	777004025.6368393
Rand 2000, 	979639288.241497
Rand 5000, 	1337223128.8491251
Rand 10000, 	1376366783.0791318
ODG, 		597291596.6310524
DG, 		45047226303.76572
